127.0.0.1 - - [19/Jun/2023:09:21:43 -0600] "GET / HTTP/1.1" 404 687
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:45 -0600] "GET /restaurante-web/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:45 -0600] "GET /restaurante-web/javax.faces.resource/js/tooltip.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:45 -0600] "GET /restaurante-web/javax.faces.resource/js/image-loader.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:45 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-notify.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:45 -0600] "GET /restaurante-web/javax.faces.resource/js/bsf.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:45 -0600] "GET /restaurante-web/javax.faces.resource/js/collapse.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:45 -0600] "GET /restaurante-web/javax.faces.resource/js/modal.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:45 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:46 -0600] "GET /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 17163
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:46 -0600] "GET /restaurante-web/javax.faces.resource/css/default/core.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:46 -0600] "GET /restaurante-web/javax.faces.resource/css/animate.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:46 -0600] "GET /restaurante-web/javax.faces.resource/css/select2.min.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:46 -0600] "GET /restaurante-web/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:46 -0600] "GET /restaurante-web/javax.faces.resource/css/bootstrap-switch.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:46 -0600] "GET /restaurante-web/javax.faces.resource/css/bsf.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:46 -0600] "GET /restaurante-web/javax.faces.resource/js/select2.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:46 -0600] "GET /restaurante-web/javax.faces.resource/js/image-loader.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:46 -0600] "GET /restaurante-web/javax.faces.resource/js/bsf.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:46 -0600] "GET /restaurante-web/javax.faces.resource/jq/jquery.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:46 -0600] "GET /restaurante-web/javax.faces.resource/js/tooltip.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:46 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-switch.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:46 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-notify.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:46 -0600] "GET /restaurante-web/javax.faces.resource/js/collapse.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:46 -0600] "GET /restaurante-web/javax.faces.resource/js/modal.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:46 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquilesrojos.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:46 -0600] "GET /restaurante-web/resources/images/alimentos/napolitano.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:46 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:46 -0600] "GET /restaurante-web/resources/images/alimentos/espaguetiRojo.jpg HTTP/1.1" 200 11006
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:46 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:46 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:48 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 4717
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:58 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 10557
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:58 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 500 10557
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:58 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 500 10557
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:58 -0600] "GET /restaurante-web/resources/images/alimentos/espaguetiBlanco.jpg HTTP/1.1" 404 765
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:58 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:58 -0600] "GET /restaurante-web/resources/images/alimentos/espaguetiBlanco.jpg HTTP/1.1" 404 765
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:49:07 -0600] "GET /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 17174
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:49:07 -0600] "GET /restaurante-web/javax.faces.resource/css/animate.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:49:07 -0600] "GET /restaurante-web/javax.faces.resource/css/default/core.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:49:07 -0600] "GET /restaurante-web/javax.faces.resource/css/select2.min.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:49:07 -0600] "GET /restaurante-web/javax.faces.resource/css/bootstrap-switch.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:49:07 -0600] "GET /restaurante-web/javax.faces.resource/jq/jquery.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:49:07 -0600] "GET /restaurante-web/javax.faces.resource/css/bsf.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:49:07 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-switch.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:49:07 -0600] "GET /restaurante-web/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:49:07 -0600] "GET /restaurante-web/javax.faces.resource/js/select2.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:49:07 -0600] "GET /restaurante-web/javax.faces.resource/js/image-loader.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:49:07 -0600] "GET /restaurante-web/javax.faces.resource/js/tooltip.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:49:07 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-notify.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:49:07 -0600] "GET /restaurante-web/javax.faces.resource/js/bsf.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:49:07 -0600] "GET /restaurante-web/javax.faces.resource/js/collapse.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:49:07 -0600] "GET /restaurante-web/javax.faces.resource/js/modal.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:49:08 -0600] "GET /restaurante-web/resources/images/alimentos/napolitano.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:49:08 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquilesrojos.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:49:08 -0600] "GET /restaurante-web/resources/images/alimentos/espaguetiRojo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:49:08 -0600] "GET /restaurante-web/resources/images/alimentos/espaguetiBlanco.jpg HTTP/1.1" 200 8688
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:49:08 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:49:44 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 4715
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:49:46 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 10500
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:49:46 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:49:51 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 4000
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:49:57 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 10596
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:49:57 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/admintiposalimentos.xhtml HTTP/1.1" 200 19932
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/css/default/core.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/css/bootstrap-switch.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/css/animate.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/jq/jquery.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/css/bsf.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-switch.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/js/image-loader.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/js/tooltip.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-notify.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/js/bsf.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/js/modal.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/js/collapse.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 17179
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/css/animate.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/css/default/core.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/css/select2.min.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/jq/jquery.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/css/bootstrap-switch.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/css/bsf.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-switch.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/js/image-loader.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-notify.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/js/tooltip.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/js/select2.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/js/bsf.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/js/collapse.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/js/modal.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquilesrojos.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/resources/images/alimentos/espaguetiRojo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/resources/images/alimentos/espaguetiBlanco.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/resources/images/alimentos/napolitano.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:50:06 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:10:00:07 -0600] "GET /restaurante-web/login.xhtml HTTP/1.1" 200 6817
0:0:0:0:0:0:0:1 - - [19/Jun/2023:10:00:07 -0600] "GET /restaurante-web/javax.faces.resource/css/default/core.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:10:00:07 -0600] "GET /restaurante-web/javax.faces.resource/css/animate.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:10:00:07 -0600] "GET /restaurante-web/javax.faces.resource/css/bsf.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:10:00:07 -0600] "GET /restaurante-web/javax.faces.resource/jq/jquery.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:10:00:07 -0600] "GET /restaurante-web/javax.faces.resource/js/image-loader.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:10:00:07 -0600] "GET /restaurante-web/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:10:00:07 -0600] "GET /restaurante-web/javax.faces.resource/js/tooltip.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:10:00:07 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-notify.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:10:00:07 -0600] "GET /restaurante-web/javax.faces.resource/js/bsf.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:10:00:07 -0600] "GET /restaurante-web/javax.faces.resource/js/collapse.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:10:00:07 -0600] "GET /restaurante-web/javax.faces.resource/fonts/glyphicons-halflings-regular.woff2.xhtml HTTP/1.1" 304 -
127.0.0.1 - - [19/Jun/2023:13:19:38 -0600] "GET / HTTP/1.1" 404 687
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:19:41 -0600] "GET /restaurante-web/ HTTP/1.1" 200 6816
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:19:41 -0600] "GET /restaurante-web/javax.faces.resource/css/default/core.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:19:41 -0600] "GET /restaurante-web/javax.faces.resource/jq/jquery.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:19:41 -0600] "GET /restaurante-web/javax.faces.resource/css/bsf.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:19:41 -0600] "GET /restaurante-web/javax.faces.resource/js/image-loader.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:19:41 -0600] "GET /restaurante-web/javax.faces.resource/css/animate.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:19:41 -0600] "GET /restaurante-web/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:19:41 -0600] "GET /restaurante-web/javax.faces.resource/js/tooltip.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:19:41 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-notify.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:19:41 -0600] "GET /restaurante-web/javax.faces.resource/js/bsf.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:19:41 -0600] "GET /restaurante-web/javax.faces.resource/js/collapse.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:19:41 -0600] "GET /restaurante-web/javax.faces.resource/fonts/glyphicons-halflings-regular.woff2.xhtml HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:03 -0600] "POST /restaurante-web/login.xhtml HTTP/1.1" 200 158
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:03 -0600] "GET /restaurante-web/adminmenu.xhtml HTTP/1.1" 200 4651
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:04 -0600] "GET /restaurante-web/javax.faces.resource/css/default/core.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:04 -0600] "GET /restaurante-web/javax.faces.resource/jq/jquery.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:04 -0600] "GET /restaurante-web/javax.faces.resource/css/bsf.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:04 -0600] "GET /restaurante-web/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:04 -0600] "GET /restaurante-web/javax.faces.resource/js/image-loader.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:04 -0600] "GET /restaurante-web/javax.faces.resource/js/tooltip.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:04 -0600] "GET /restaurante-web/javax.faces.resource/js/bsf.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:04 -0600] "GET /restaurante-web/javax.faces.resource/js/collapse.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:06 -0600] "GET /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 17567
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:06 -0600] "GET /restaurante-web/javax.faces.resource/css/animate.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:06 -0600] "GET /restaurante-web/javax.faces.resource/css/default/core.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:06 -0600] "GET /restaurante-web/javax.faces.resource/jq/jquery.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:06 -0600] "GET /restaurante-web/javax.faces.resource/css/bootstrap-switch.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:06 -0600] "GET /restaurante-web/javax.faces.resource/css/select2.min.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:06 -0600] "GET /restaurante-web/javax.faces.resource/css/bsf.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:06 -0600] "GET /restaurante-web/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:06 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-switch.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:06 -0600] "GET /restaurante-web/javax.faces.resource/js/select2.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:06 -0600] "GET /restaurante-web/javax.faces.resource/js/image-loader.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:06 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-notify.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:06 -0600] "GET /restaurante-web/javax.faces.resource/js/bsf.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:06 -0600] "GET /restaurante-web/javax.faces.resource/js/tooltip.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:06 -0600] "GET /restaurante-web/javax.faces.resource/js/alert.js.xhtml?ln=bsf HTTP/1.1" 200 1735
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:06 -0600] "GET /restaurante-web/javax.faces.resource/js/collapse.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:06 -0600] "GET /restaurante-web/javax.faces.resource/js/modal.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:06 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquilesrojos.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:06 -0600] "GET /restaurante-web/resources/images/alimentos/espaguetiBlanco.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:06 -0600] "GET /restaurante-web/resources/images/alimentos/espaguetiRojo.jpg HTTP/1.1" 304 -
